marka,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
audi, Q3,2019.0,26895.0,Manual,4000.0,Diesel,145.0,42.8,2.0
focus, Focus,2019.0,28000.0,Manual,2714.0,Petrol,145.0,54.3,2.3
merc, E Class,2016.0,20800.0,Automatic,40000.0,Diesel,30.0,65.7,2.0
vauxhall, Astra,2019.0,10800.0,Manual,18928.0,Petrol,145.0,61.4,1.0
toyota, Yaris,2017.0,11695.0,Automatic,5938.0,Petrol,30.0,58.0,1.3
vw, Polo,2017.0,12000.0,Automatic,19246.0,Petrol,145.0,60.1,1.2
vw, Passat,2017.0,17995.0,Semi-Auto,41576.0,Diesel,125.0,57.6,2.0
vw, Passat,2019.0,20795.0,Semi-Auto,17947.0,Diesel,150.0,51.4,2.0
vw, Polo,2019.0,13450.0,Manual,4132.0,Petrol,145.0,48.7,1.0
merc, E Class,2017.0,18990.0,Semi-Auto,25326.0,Diesel,145.0,72.4,2.0
unclean cclass, C Class,2016.0,16699.0,Automatic,26544.0,Diesel,145.0,54.3,1.6
merc, CL Class,2016.0,18300.0,Automatic,42550.0,Diesel,20.0,67.3,2.1
unclean focus, Focus,2018.0,17782.0,Manual,17809.0,Petrol,145.0,54.3,1.6
vauxhall, Mokka X,2019.0,13498.0,Manual,3604.0,Petrol,150.0,47.1,1.4
focus, Focus,2017.0,18300.0,Manual,13813.0,Petrol,145.0,54.3,2.0
bmw, 3 Series,2019.0,28000.0,Manual,6899.0,Diesel,145.0,54.3,2.0
ford, Focus,2018.0,11990.0,Manual,21289.0,Petrol,150.0,60.1,1.0
ford, B-MAX,2013.0,5795.0,Manual,44190.0,Petrol,30.0,55.4,1.0
bmw, 5 Series,2017.0,23998.0,Semi-Auto,13373.0,Diesel,145.0,65.7,2.0
cclass, C Class,2017.0,18299.0,Semi-Auto,35431.0,Diesel,145.0,54.3,2.1
ford, Fiesta,2020.0,19995.0,Manual,1732.0,Petrol,145.0,55.4,1.0
focus, Focus,2017.0,11290.0,Manual,29787.0,Diesel,145.0,54.3,1.5
vauxhall, Corsa,2019.0,9999.0,Manual,3214.0,Petrol,145.0,43.5,1.4
bmw, 2 Series,2019.0,19949.0,Manual,14219.0,Diesel,145.0,51.4,2.0
hyundi, IX20,2017.0,10247.0,Manual,4817.0,Petrol,125.0,50.4,1.4
audi, Q3,2012.0,7695.0,Manual,113500.0,Diesel,145.0,54.3,2.0
toyota, Aygo,2017.0,5770.0,Manual,34486.0,Petrol,0.0,69.0,1.0
merc, GLC Class,2017.0,28900.0,Automatic,21000.0,Diesel,150.0,47.9,3.0
ford, Kuga,2018.0,17999.0,Automatic,19273.0,Petrol,145.0,31.0,1.5
skoda, Citigo,2019.0,8300.0,Manual,2155.0,Petrol,145.0,67.3,1.0
vauxhall, Corsa,2015.0,7201.0,Manual,25389.0,Petrol,30.0,55.4,1.4
vauxhall, Adam,2018.0,9100.0,Manual,5888.0,Petrol,145.0,53.3,1.2
ford, Fiesta,2017.0,9000.0,Manual,15378.0,Petrol,0.0,65.7,1.0
ford, Fiesta,2018.0,10600.0,Manual,23880.0,Petrol,145.0,56.5,1.0
cclass, C Class,2019.0,30299.0,Semi-Auto,5915.0,Petrol,145.0,54.3,2.0
ford, Focus,2015.0,9000.0,Manual,56369.0,Diesel,0.0,74.3,1.5
audi, A3,2013.0,10800.0,Semi-Auto,19606.0,Petrol,125.0,50.4,1.8
unclean cclass, C Class,2013.0,9881.0,Automatic,50591.0,29,145.0,54.3,1.6
merc, A Class,2019.0,18844.0,Automatic,15446.0,Diesel,145.0,68.9,1.5
merc, S Class,2018.0,57995.0,Semi-Auto,1861.0,Petrol,145.0,40.9,3.0
unclean cclass, C Class,2016.0,16498.0,Semi-Auto,27034.0,25,145.0,54.3,1.6
vw, Polo,2016.0,9990.0,Manual,11780.0,Petrol,20.0,60.1,1.2
unclean cclass, C Class,2017.0,21958.0,Semi-Auto,14105.0,38,145.0,54.3,1.6
vw, Fox,2009.0,1590.0,Manual,70000.0,Petrol,200.0,42.0,1.4
hyundi, Ioniq,2019.0,15970.0,Automatic,8601.0,Hybrid,135.0,78.5,1.6
bmw, 5 Series,2017.0,22499.0,Automatic,13022.0,Diesel,145.0,60.1,3.0
toyota, Auris,2016.0,15495.0,Automatic,30505.0,Hybrid,0.0,78.5,1.8
cclass, C Class,2017.0,21220.0,Semi-Auto,32228.0,Diesel,145.0,54.3,2.1
vauxhall, Astra,2018.0,9699.0,Manual,14094.0,Petrol,145.0,64.2,1.0
unclean focus, Focus,2018.0,18990.0,Manual,11350.0,24,145.0,54.3,1.6
bmw, 4 Series,2019.0,34995.0,Semi-Auto,11.0,Diesel,145.0,53.3,3.0
toyota, Yaris,2013.0,8880.0,Automatic,33618.0,Hybrid,0.0,80.7,1.5
merc, CL Class,2020.0,27990.0,Semi-Auto,1204.0,Petrol,145.0,44.8,1.3
unclean cclass, C Class,2017.0,23572.0,Automatic,18495.0,Diesel,145.0,54.3,1.6
toyota, Land Cruiser,2020.0,52990.0,Automatic,1244.0,Diesel,145.0,30.1,2.8
merc, C Class,2019.0,27999.0,Automatic,649.0,Petrol,145.0,46.3,1.5
vauxhall, Mokka X,2017.0,10490.0,Manual,24120.0,Petrol,200.0,42.2,1.6
vw, Tiguan,2016.0,16990.0,Semi-Auto,25850.0,Diesel,125.0,57.6,2.0
vauxhall, GTC,2017.0,11237.0,Manual,9278.0,Diesel,145.0,67.3,1.6
audi, TT,2016.0,16400.0,Automatic,71031.0,Petrol,200.0,42.8,2.0
vauxhall, Astra,2016.0,8799.0,Manual,32554.0,Diesel,0.0,83.1,1.6
vw, Golf,2019.0,12950.0,Manual,15109.0,Diesel,150.0,57.7,1.6
skoda, Octavia,2016.0,7500.0,Automatic,91200.0,Diesel,0.0,74.3,1.6
toyota, Auris,2016.0,14995.0,Automatic,11882.0,Hybrid,0.0,78.5,1.8
audi, TT,2019.0,28000.0,Automatic,3000.0,Petrol,145.0,39.8,2.0
audi, Q5,2019.0,35000.0,Semi-Auto,8440.0,Diesel,150.0,38.2,2.0
ford, Fiesta,2016.0,8389.0,Manual,18017.0,Petrol,125.0,54.3,1.2
merc, GLA Class,2016.0,19799.0,Semi-Auto,28845.0,Diesel,125.0,56.5,2.1
audi, A6,2017.0,18995.0,Semi-Auto,28828.0,Diesel,145.0,64.2,2.0
audi, Q5,2018.0,40995.0,Semi-Auto,7968.0,Petrol,145.0,34.0,3.0
vauxhall, Crossland X,2019.0,19490.0,Manual,10.0,Petrol,145.0,47.1,1.2
vauxhall, Astra,2018.0,11491.0,Manual,28616.0,Diesel,145.0,72.4,1.6
skoda, Superb,2019.0,19998.0,Semi-Auto,3648.0,Petrol,145.0,36.7,1.5
ford, Fiesta,2017.0,10498.0,Manual,22788.0,Petrol,145.0,65.7,1.0
skoda, Scala,2019.0,16995.0,Automatic,499.0,Diesel,145.0,54.3,1.6
vauxhall, Insignia,2017.0,14990.0,Manual,17320.0,Diesel,140.0,54.3,2.0
focus, Focus,2019.0,14995.0,Manual,6330.0,Petrol,145.0,54.3,1.0
ford, Kuga,2017.0,13950.0,Manual,24425.0,Diesel,145.0,64.2,1.5
focus, Focus,2018.0,13998.0,Manual,11287.0,Petrol,145.0,54.3,1.0
toyota, Avensis,2015.0,7495.0,Manual,71000.0,Diesel,30.0,61.4,2.0
unclean focus, Focus,2019.0,16950.0,Manual,1592.0,Petrol,145.0,54.3,1.6
bmw, 3 Series,2016.0,10740.0,Automatic,91855.0,Diesel,0.0,74.3,2.0
merc, CLA Class,2015.0,15400.0,Automatic,17500.0,Petrol,125.0,51.4,1.6
toyota, Verso,2015.0,13749.0,Automatic,24321.0,Petrol,160.0,43.5,1.8
merc, E Class,2015.0,18495.0,Automatic,29940.0,Diesel,160.0,50.4,3.0
focus, Focus,2017.0,10989.0,Manual,17161.0,Petrol,145.0,54.3,1.0
ford, Focus,2015.0,8500.0,Manual,40000.0,Diesel,20.0,67.3,1.6
hyundi, Tucson,2017.0,13195.0,Manual,27563.0,Diesel,30.0,61.7,1.7
toyota, Avensis,2018.0,16495.0,Automatic,20989.0,Petrol,145.0,47.1,1.8
merc, A Class,2017.0,14827.0,Manual,17197.0,Diesel,145.0,72.4,1.5
vauxhall, Mokka,2013.0,7300.0,Manual,38579.0,Petrol,205.0,43.5,1.6
ford, Focus,2020.0,15600.0,Manual,557.0,Petrol,145.0,60.1,1.0
vw, Golf,2016.0,9999.0,Manual,55303.0,Diesel,20.0,68.9,2.0
ford, Focus,2019.0,16500.0,Manual,5085.0,Diesel,145.0,61.4,1.5
bmw, 3 Series,2017.0,15100.0,Manual,37747.0,Diesel,125.0,60.1,2.0
vauxhall, Adam,2014.0,5561.0,Manual,55861.0,Petrol,125.0,53.3,1.2
toyota, Yaris,2017.0,8998.0,Manual,16823.0,Petrol,145.0,58.9,1.5
vauxhall, Mokka,2017.0,12000.0,Manual,32882.0,Petrol,145.0,47.1,1.4
vauxhall, Corsa,2016.0,8499.0,Manual,10888.0,Petrol,30.0,55.4,1.4
bmw, 1 Series,2017.0,11800.0,Manual,38356.0,Diesel,145.0,83.1,1.5
unclean cclass, C Class,2018.0,19995.0,Semi-Auto,19870.0,Petrol,145.0,54.3,1.6
merc, E Class,2017.0,20299.0,Semi-Auto,35958.0,Diesel,145.0,61.4,2.0
vw, Golf,2016.0,11860.0,Semi-Auto,30661.0,Diesel,20.0,58.9,1.6
focus, Focus,2016.0,12689.0,Automatic,12369.0,Petrol,145.0,54.3,1.5
merc, E Class,2019.0,34980.0,Semi-Auto,3613.0,Diesel,145.0,57.7,2.0
vauxhall, Astra,2020.0,14875.0,Manual,10.0,Petrol,150.0,54.3,1.2
ford, Focus,2017.0,10500.0,Manual,31350.0,Diesel,145.0,74.3,1.5
skoda, Fabia,2015.0,5700.0,Manual,56746.0,Petrol,20.0,58.8,1.2
bmw, 4 Series,2018.0,21980.0,Semi-Auto,10030.0,Diesel,145.0,65.7,2.0
bmw, 1 Series,2017.0,14698.0,Semi-Auto,24008.0,Petrol,145.0,55.5,1.5
vw, Polo,2016.0,10399.0,Manual,16349.0,Petrol,20.0,60.1,1.2
vw, Golf,2017.0,14000.0,Semi-Auto,26368.0,Petrol,30.0,55.4,1.4
hyundi, I10,2014.0,5212.0,Manual,54681.0,Petrol,30.0,57.6,1.2
unclean cclass, C Class,2019.0,24599.0,Semi-Auto,14234.0,Petrol,145.0,54.3,1.6
vauxhall, Corsa,2017.0,9967.0,Automatic,22874.0,Petrol,150.0,47.9,1.4
toyota, Auris,2015.0,12799.0,Automatic,26622.0,Hybrid,0.0,72.4,1.8
unclean focus, Focus,2015.0,6995.0,Manual,62903.0,Diesel,145.0,54.3,1.6
merc, A Class,2019.0,22250.0,Manual,3434.0,Petrol,145.0,28.5,1.3
vw, Golf,2016.0,13695.0,Semi-Auto,19292.0,Diesel,20.0,58.9,1.6
skoda, Octavia,2015.0,8990.0,Manual,43480.0,Diesel,0.0,74.3,1.6
vauxhall, Mokka,2015.0,8129.0,Manual,29915.0,Petrol,200.0,43.5,1.6
bmw, 3 Series,2016.0,10490.0,Manual,63000.0,Diesel,20.0,72.4,2.0
vw, Polo,2017.0,9922.0,Manual,24076.0,Petrol,20.0,60.1,1.2
audi, Q2,2017.0,17060.0,Manual,19530.0,Petrol,145.0,52.3,1.4
vw, Passat,2019.0,20450.0,Semi-Auto,12230.0,Diesel,150.0,49.6,2.0
cclass, C Class,2018.0,21980.0,Semi-Auto,8024.0,Diesel,145.0,54.3,2.1
hyundi, Tucson,2016.0,14490.0,Automatic,39573.0,Diesel,200.0,47.1,2.0
hyundi, I10,2017.0,8995.0,Manual,11086.0,Petrol,30.0,57.7,1.2
bmw, 1 Series,2016.0,10999.0,Manual,24380.0,Petrol,125.0,53.3,1.5
vauxhall, Insignia,2018.0,11998.0,Manual,21123.0,Diesel,145.0,65.7,1.6
audi, Q3,2016.0,16777.0,Manual,40414.0,Diesel,160.0,49.6,2.0
merc, E Class,2018.0,32498.0,Semi-Auto,9252.0,Petrol,145.0,33.6,3.0
vw, Scirocco,2016.0,12999.0,Automatic,20423.0,Diesel,30.0,57.6,2.0
ford, Fiesta,2015.0,5500.0,Manual,34000.0,Petrol,125.0,54.3,1.2
vauxhall, Corsa,2016.0,6990.0,Manual,22610.0,Petrol,30.0,55.4,1.4
toyota, RAV4,2013.0,10500.0,Manual,57962.0,Diesel,160.0,49.6,2.2
hyundi, Ioniq,2019.0,17998.0,Automatic,10617.0,Hybrid,135.0,78.5,1.6
hyundi, I20,2013.0,5790.0,Manual,19729.0,Petrol,30.0,57.6,1.2
ford, Fiesta,2019.0,14800.0,Manual,368.0,Petrol,150.0,58.9,1.0
vw, Golf,2017.0,12000.0,Manual,18258.0,Diesel,20.0,61.4,1.6
ford, Fiesta,2017.0,8295.0,Manual,36836.0,Petrol,0.0,65.7,1.0
vauxhall, Corsa,2019.0,10438.0,Manual,10266.0,Petrol,145.0,44.8,1.4
vw, Golf,2013.0,7499.0,Manual,70884.0,Diesel,0.0,68.9,1.6
toyota, C-HR,2017.0,19995.0,Automatic,31000.0,Hybrid,0.0,74.3,1.8
merc, GLA Class,2018.0,21899.0,Semi-Auto,10552.0,Diesel,145.0,67.3,2.1
focus, Focus,2018.0,12298.0,Manual,27494.0,Petrol,145.0,54.3,1.0
unclean cclass, C Class,2019.0,22980.0,Semi-Auto,7442.0,Petrol,145.0,54.3,1.6
merc, A Class,2020.0,23900.0,Manual,2006.0,Petrol,145.0,28.5,1.3
ford, Fiesta,2018.0,8991.0,Manual,15560.0,Petrol,150.0,64.2,1.1
merc, M Class,2015.0,18789.0,Automatic,68279.0,Diesel,300.0,39.2,3.0
ford, Fiesta,2017.0,9998.0,Manual,40176.0,Diesel,145.0,88.3,1.5
vw, Golf,2019.0,28800.0,Semi-Auto,100.0,Petrol,150.0,32.8,2.0
ford, Kuga,2018.0,13500.0,Semi-Auto,49835.0,Diesel,150.0,54.3,2.0
ford, Fiesta,2016.0,11600.0,Manual,11548.0,Petrol,20.0,62.8,1.0
audi, A3,2016.0,9999.0,Manual,33534.0,Diesel,0.0,83.1,1.6
skoda, Fabia,2017.0,9295.0,Manual,30397.0,Petrol,20.0,58.9,1.2
merc, C Class,2017.0,20889.0,Automatic,25599.0,Diesel,30.0,61.4,2.1
audi, A4,2020.0,32000.0,Semi-Auto,3000.0,Petrol,150.0,39.2,2.0
merc, E Class,2017.0,20300.0,Automatic,23179.0,Diesel,145.0,61.4,2.0
vauxhall, Mokka X,2019.0,13383.0,Manual,20467.0,Petrol,145.0,39.2,1.4
focus, Focus,2018.0,13231.0,Manual,11856.0,Petrol,145.0,54.3,1.0
merc, A Class,2019.0,21495.0,Semi-Auto,10847.0,Petrol,145.0,28.5,1.3
hyundi, Tucson,2019.0,15498.0,Manual,13591.0,Petrol,145.0,34.9,1.6
vw, Golf,2016.0,17975.0,Semi-Auto,47000.0,Petrol,200.0,40.4,2.0
vauxhall, Corsa,2019.0,10498.0,Automatic,4951.0,Petrol,150.0,39.8,1.4
skoda, Fabia,2016.0,8000.0,Manual,50701.0,Petrol,20.0,60.1,1.2
bmw, 5 Series,2016.0,13999.0,Automatic,71353.0,Diesel,145.0,56.5,2.0
unclean cclass, C Class,2019.0,25849.0,Semi-Auto,6685.0,Petrol,145.0,54.3,1.6
bmw, 5 Series,2017.0,26990.0,Automatic,20508.0,Diesel,145.0,56.5,3.0
toyota, Aygo,2017.0,7298.0,Manual,27268.0,Petrol,145.0,69.0,1.0
ford, Fiesta,2018.0,13999.0,Automatic,6906.0,Petrol,145.0,48.7,1.0
vw, Tiguan,2014.0,8791.0,Manual,80463.0,Diesel,165.0,48.7,2.0
vw, Golf,2017.0,15900.0,Manual,29052.0,Diesel,30.0,60.1,2.0
bmw, 1 Series,2015.0,10490.0,Manual,30000.0,Diesel,20.0,70.6,1.5
merc, C Class,2015.0,9793.0,Manual,113000.0,Diesel,20.0,70.6,2.1
toyota, Aygo,2016.0,7000.0,Manual,16612.0,Petrol,0.0,69.0,1.0
ford, Mondeo,2016.0,8500.0,Manual,85810.0,Diesel,0.0,78.5,1.5
ford, B-MAX,2015.0,7598.0,Semi-Auto,33440.0,Petrol,165.0,44.1,1.6
focus, Focus,2017.0,17250.0,Manual,17449.0,Petrol,145.0,54.3,2.0
bmw, 2 Series,2016.0,14879.0,Automatic,20937.0,Petrol,125.0,51.4,1.5
ford, Fiesta,2017.0,10498.0,Manual,15293.0,Petrol,20.0,62.8,1.0
audi, Q3,2017.0,23995.0,Automatic,10000.0,Petrol,145.0,42.2,2.0
ford, Fiesta,2018.0,9911.0,Manual,17201.0,Petrol,150.0,65.7,1.0
vw, T-Cross,2019.0,19493.0,Automatic,4225.0,Petrol,145.0,45.6,1.0
hyundi, I20,2014.0,5498.0,Manual,36818.0,Petrol,30.0,57.6,1.2
skoda, Kodiaq,2019.0,24798.0,Automatic,9049.0,Diesel,145.0,42.2,2.0
vauxhall, Astra,2017.0,9991.0,Manual,24060.0,Petrol,145.0,51.4,1.4
vauxhall, Mokka X,2017.0,11050.0,Manual,25766.0,Petrol,145.0,47.1,1.4
cclass, C Class,2015.0,14150.0,Semi-Auto,60597.0,Diesel,145.0,54.3,2.1
ford, Fiesta,2014.0,7495.0,Manual,29840.0,Diesel,0.0,76.4,1.5
ford, Kuga,2017.0,17595.0,Semi-Auto,18066.0,Diesel,145.0,54.3,2.0
skoda, Octavia,2019.0,14850.0,Automatic,12069.0,Diesel,145.0,70.6,1.6
merc, GLA Class,2015.0,16300.0,Automatic,40066.0,Diesel,125.0,55.4,2.1
ford, EcoSport,2017.0,10499.0,Manual,23618.0,Petrol,145.0,53.3,1.0
focus, Focus,2018.0,12895.0,Manual,20830.0,Petrol,145.0,54.3,1.0
merc, A Class,2019.0,22998.0,Semi-Auto,4459.0,Petrol,150.0,53.3,1.3
cclass, C Class,2015.0,16499.0,Automatic,33707.0,Diesel,145.0,54.3,2.1
audi, Q3,2016.0,16999.0,Automatic,49530.0,Diesel,160.0,50.4,2.0
vw, Golf,2020.0,19990.0,Semi-Auto,2232.0,Diesel,150.0,54.3,1.6
vauxhall, Meriva,2016.0,8799.0,Automatic,22000.0,Petrol,235.0,39.8,1.4
bmw, 3 Series,2014.0,14500.0,Automatic,45140.0,Diesel,125.0,57.6,3.0
audi, Q3,2019.0,27990.0,Manual,6000.0,Petrol,145.0,40.9,1.5
ford, Fiesta,2016.0,8998.0,Manual,31373.0,Petrol,0.0,65.7,1.0
hyundi, I30,2017.0,10299.0,Semi-Auto,30335.0,Diesel,145.0,68.9,1.6
merc, C Class,2019.0,27498.0,Automatic,41.0,Petrol,150.0,47.1,1.5
audi, A1,2016.0,11990.0,Manual,31500.0,Petrol,0.0,67.3,1.0
cclass, C Class,2019.0,32950.0,Automatic,3061.0,Petrol,145.0,54.3,2.0
merc, C Class,2020.0,35900.0,Automatic,3000.0,Diesel,145.0,61.4,2.0
bmw, 4 Series,2017.0,16488.0,Manual,27599.0,Diesel,150.0,62.8,2.0
bmw, 1 Series,2017.0,12338.0,Manual,15770.0,Diesel,0.0,83.1,1.5
cclass, C Class,2019.0,33490.0,Semi-Auto,2440.0,Diesel,145.0,54.3,2.0
vw, Golf,2016.0,15440.0,Semi-Auto,34682.0,Diesel,30.0,62.8,2.0
unclean focus, Focus,2018.0,19995.0,Manual,10923.0,26,145.0,54.3,1.6
vw, Golf,2018.0,16192.0,Semi-Auto,11856.0,Petrol,145.0,55.4,1.4
audi, Q5,2017.0,19690.0,Manual,29887.0,Diesel,205.0,47.9,2.0
toyota, C-HR,2017.0,19491.0,Automatic,55900.0,Hybrid,0.0,74.3,1.8
audi, A6,2017.0,20450.0,Semi-Auto,29530.0,Diesel,30.0,61.4,2.0
vw, Polo,2018.0,12850.0,Manual,8830.0,Petrol,145.0,64.2,1.0
bmw, 5 Series,2019.0,31232.0,Semi-Auto,8691.0,Hybrid,150.0,60.1,2.0
bmw, 3 Series,2016.0,14000.0,Manual,23323.0,Diesel,30.0,62.8,2.0
ford, B-MAX,2017.0,8750.0,Manual,25786.0,Diesel,0.0,74.3,1.5
ford, Galaxy,2017.0,19995.0,Manual,20999.0,Diesel,125.0,56.5,2.0
vw, Polo,2020.0,13965.0,Manual,100.0,Petrol,150.0,48.7,1.0
cclass, C Class,2016.0,31649.0,Semi-Auto,29810.0,Petrol,145.0,54.3,4.0
audi, TT,2017.0,21500.0,Automatic,22994.0,Petrol,165.0,43.5,2.0
audi, Q2,2017.0,17202.0,Manual,52236.0,Petrol,125.0,50.4,1.4
vauxhall, Insignia,2012.0,4995.0,Automatic,83300.0,Diesel,160.0,49.6,2.0
audi, Q3,2016.0,18999.0,Automatic,25667.0,Diesel,160.0,50.4,2.0
toyota, Yaris,2017.0,9690.0,Manual,6000.0,Petrol,145.0,58.9,1.5
merc, V Class,2018.0,19990.0,Manual,30577.0,Diesel,145.0,46.3,2.1
hyundi, I30,2017.0,10749.0,Manual,29840.0,Diesel,145.0,74.3,1.6
audi, A8,2018.0,35000.0,Semi-Auto,17951.0,Diesel,145.0,50.4,3.0
audi, Q5,2016.0,30000.0,Semi-Auto,49649.0,Diesel,235.0,42.2,3.0
unclean focus, Focus,2018.0,13000.0,Manual,10355.0,Petrol,145.0,54.3,1.6
audi, Q7,2020.0,49989.0,Semi-Auto,6000.0,Diesel,145.0,33.2,3.0
focus, Focus,2015.0,13583.0,Manual,21718.0,Diesel,145.0,54.3,2.0
hyundi, I20,2016.0,7849.0,Manual,34690.0,Petrol,30.0,58.9,1.2
vauxhall, Mokka X,2019.0,14000.0,Manual,10553.0,Petrol,145.0,39.2,1.4
merc, E Class,2016.0,20380.0,Semi-Auto,27836.0,Diesel,20.0,67.3,2.0
unclean focus, Focus,2018.0,11150.0,Manual,16709.0,Petrol,145.0,54.3,1.6
merc, GLA Class,2019.0,24299.0,Semi-Auto,9808.0,Diesel,145.0,67.3,2.1
vw, Caravelle,2019.0,45926.0,Automatic,10614.0,Diesel,145.0,29.4,2.0
audi, TT,2019.0,29485.0,Automatic,3000.0,Petrol,145.0,40.9,2.0
vauxhall, Grandland X,2019.0,19990.0,Automatic,16300.0,Diesel,145.0,46.3,2.0
skoda, Yeti Outdoor,2015.0,9290.0,Manual,42459.0,Diesel,145.0,55.4,2.0
hyundi, Tucson,2016.0,10698.0,Manual,36567.0,Diesel,30.0,61.7,1.7
audi, A7,2016.0,19698.0,Semi-Auto,40809.0,Diesel,125.0,61.4,3.0
vw, Tiguan,2019.0,26691.0,Semi-Auto,6289.0,Diesel,145.0,45.6,2.0
ford, Fiesta,2018.0,8491.0,Manual,18000.0,Petrol,150.0,64.2,1.1
focus, Focus,2017.0,15700.0,Manual,19877.0,Petrol,145.0,54.3,2.0
skoda, Octavia,2016.0,14499.0,Manual,16855.0,Diesel,30.0,64.2,2.0
vauxhall, Astra,2017.0,11500.0,Manual,17760.0,Diesel,145.0,76.3,1.6
toyota, Yaris,2013.0,9026.0,Automatic,43067.0,Hybrid,0.0,80.7,1.5
ford, Focus,2018.0,19491.0,Manual,10001.0,Petrol,145.0,41.5,2.0
audi, A3,2017.0,17000.0,Manual,36974.0,Petrol,30.0,60.1,1.4
ford, Focus,2015.0,12995.0,Manual,33000.0,Diesel,20.0,67.3,2.0
vw, Polo,2016.0,11698.0,Semi-Auto,4937.0,Petrol,20.0,60.1,1.2
skoda, Fabia,2017.0,7391.0,Manual,13032.0,Petrol,150.0,57.7,1.0
vw, Golf,2016.0,13391.0,Manual,25183.0,Petrol,30.0,53.3,1.4
ford, Fiesta,2016.0,8124.0,Manual,35869.0,Petrol,0.0,65.7,1.0
vw, Polo,2017.0,11495.0,Manual,12982.0,Petrol,20.0,60.1,1.2
audi, A3,2019.0,24990.0,Semi-Auto,5432.0,Petrol,145.0,44.1,1.5
unclean cclass, C Class,2020.0,65980.0,Semi-Auto,3999.0,Petrol,145.0,54.3,1.6
merc, C Class,2017.0,23000.0,Semi-Auto,17125.0,Petrol,145.0,47.1,2.0
ford, Focus,2016.0,14998.0,Manual,9054.0,Diesel,20.0,67.3,2.0
audi, Q7,2018.0,39999.0,Automatic,16861.0,Diesel,145.0,47.9,3.0
merc, CLA Class,2017.0,23490.0,Automatic,9970.0,Petrol,150.0,41.5,2.0
bmw, 3 Series,2020.0,33995.0,Automatic,10.0,Diesel,145.0,50.4,2.0
vauxhall, Astra,2017.0,8995.0,Manual,41056.0,Diesel,0.0,83.1,1.6
unclean cclass, C Class,2009.0,7495.0,Automatic,54000.0,30,145.0,54.3,1.6
ford, Focus,2015.0,7791.0,Manual,32388.0,Petrol,20.0,61.4,1.0
vw, Polo,2016.0,10002.0,Manual,28609.0,Petrol,20.0,60.1,1.0
focus, Focus,2017.0,10697.0,Manual,22946.0,Diesel,145.0,54.3,1.5
cclass, C Class,2017.0,16600.0,Automatic,45277.0,Diesel,145.0,54.3,2.1
audi, A3,2017.0,23575.0,Semi-Auto,45380.0,Petrol,145.0,43.5,2.0
ford, Focus,2019.0,15895.0,Manual,6652.0,Petrol,145.0,49.6,1.0
merc, C Class,2019.0,25780.0,Semi-Auto,14843.0,Diesel,145.0,61.4,2.0
audi, Q5,2018.0,43888.0,Semi-Auto,21017.0,Petrol,145.0,34.0,3.0
hyundi, Santa Fe,2019.0,33999.0,Semi-Auto,3735.0,Diesel,145.0,39.2,2.2
bmw, X3,2019.0,54595.0,Semi-Auto,1604.0,Petrol,145.0,24.8,3.0
vw, Polo,2017.0,9995.0,Manual,26772.0,Petrol,145.0,60.1,1.2
merc, E Class,2019.0,24000.0,Semi-Auto,13945.0,Diesel,145.0,72.4,2.0
vauxhall, Mokka,2016.0,9195.0,Manual,19560.0,Diesel,30.0,65.7,1.6
vauxhall, Adam,2016.0,6999.0,Manual,30626.0,Petrol,125.0,53.3,1.2
skoda, Karoq,2019.0,19995.0,Manual,9188.0,Diesel,150.0,49.6,2.0
merc, GLC Class,2019.0,34950.0,Automatic,5700.0,Diesel,145.0,44.8,2.0
bmw, 2 Series,2018.0,13470.0,Automatic,67062.0,Diesel,145.0,51.4,2.0
ford, Kuga,2014.0,11198.0,Manual,41711.0,Diesel,145.0,53.3,2.0
vauxhall, Adam,2014.0,5799.0,Manual,41200.0,Petrol,125.0,51.4,1.4
merc, E Class,2019.0,25490.0,Semi-Auto,6529.0,Petrol,145.0,42.2,2.0
skoda, Octavia,2018.0,11898.0,Manual,39685.0,Diesel,150.0,68.9,1.6
toyota, Yaris,2015.0,9995.0,Automatic,27966.0,Hybrid,0.0,86.0,1.5
unclean focus, Focus,2019.0,17700.0,Manual,4000.0,Petrol,145.0,54.3,1.6
audi, Q3,2015.0,17250.0,Manual,21350.0,Diesel,160.0,49.6,2.0
vw, T-Roc,2019.0,19990.0,Manual,11.0,Diesel,145.0,51.4,1.6
vauxhall, Corsa,2014.0,4981.0,Manual,59499.0,Petrol,125.0,51.4,1.4
toyota, Auris,2018.0,15549.0,Automatic,16238.0,Hybrid,135.0,68.8,1.8
merc, C Class,2015.0,18999.0,Automatic,22499.0,Diesel,30.0,64.2,2.1
toyota, Aygo,2019.0,9995.0,Manual,7292.0,Petrol,145.0,57.7,1.0
ford, Focus,2013.0,5698.0,Manual,64292.0,Diesel,20.0,67.3,1.6
skoda, Fabia,2019.0,9195.0,Manual,8183.0,Petrol,145.0,57.7,1.0
vauxhall, Viva,2017.0,6550.0,Manual,8158.0,Petrol,145.0,62.8,1.0
ford, EcoSport,2019.0,17350.0,Automatic,1065.0,Petrol,145.0,45.6,1.0
merc, E Class,2018.0,27999.0,Semi-Auto,14391.0,Diesel,145.0,58.9,2.0
audi, A3,2016.0,10500.0,Manual,74924.0,Diesel,30.0,67.3,2.0
audi, A6,2017.0,19990.0,Automatic,32276.0,Diesel,145.0,61.4,2.0
